name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
The Local,Yes,Yes,4.2,1198,080 49653495,Kalyan Nagar,"Pub, Casual Dining","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak","Finger Food, Continental, Italian, Salad","1,400"
Bottle Breacher,No,Yes,4.2,1197,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.2,1197,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200"
The Local,Yes,Yes,4.2,1196,080 49653495,Kalyan Nagar,"Pub, Casual Dining","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak","Finger Food, Continental, Italian, Salad","1,400"
The Local,Yes,Yes,4.2,1196,080 49653495,Kalyan Nagar,"Pub, Casual Dining","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak","Finger Food, Continental, Italian, Salad","1,400"
The Local,Yes,Yes,4.2,1196,080 49653495,Kalyan Nagar,"Pub, Casual Dining","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak","Finger Food, Continental, Italian, Salad","1,400"
The Local,Yes,Yes,4.2,1196,080 49653495,Kalyan Nagar,"Pub, Casual Dining","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak","Finger Food, Continental, Italian, Salad","1,400"
Bottle Breacher,No,Yes,4.1,1195,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.1,1195,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.1,1195,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.2,1194,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.2,1192,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.2,1192,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.2,1192,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.1,1187,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.1,1187,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
Bottle Breacher,No,Yes,4.1,1187,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200"
The Beer Cafe,Yes,Yes,4.2,1181,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1181,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1181,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1179,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1179,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1179,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1177,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1177,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1177,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1176,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1176,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1176,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1175,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1175,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1170,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
The Beer Cafe,Yes,Yes,4.2,1168,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger","1,300"
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1155,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800"
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1149,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800"
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1149,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800"
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1148,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800"
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1148,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800"
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1142,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800"
Jetlag,No,Yes,4.3,1103,080 49652456,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","Finger Food, Continental, North Indian, Italian, Japanese","1,650"
Jetlag,No,Yes,4.3,1103,080 49652456,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","Finger Food, Continental, North Indian, Italian, Japanese","1,650"
Jetlag,No,Yes,4.3,1103,080 49652456,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","Finger Food, Continental, North Indian, Italian, Japanese","1,650"
Pablo's Gastrobar,No,No,4.0,1094,00 9108214702,Whitefield,Bar,"Cocktails, Beer, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken, Potato Wedges","Finger Food, American, Asian, Italian","1,450"
Pablo's Gastrobar,No,No,4.0,1094,00 9108214702,Whitefield,Bar,"Cocktails, Beer, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken, Potato Wedges","Finger Food, American, Asian, Italian","1,450"
Pablo's Gastrobar,No,No,4.0,1094,00 9108214702,Whitefield,Bar,"Cocktails, Beer, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken, Potato Wedges","Finger Food, American, Asian, Italian","1,450"
Pablo's Gastrobar,No,No,4.0,1075,00 9108214702,Whitefield,Bar,"Cocktails, Beer, Potato Wedges, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken","Finger Food, American, Asian, Italian","1,450"
Pablo's Gastrobar,No,No,4.1,1073,00 9108214702,Whitefield,Bar,"Cocktails, Beer, Potato Wedges, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken","Finger Food, American, Asian, Italian","1,450"
Jetlag,No,Yes,4.3,1058,080 49652532,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Vegetable Biryani, Nachos, Pizza, Chicken Achari Tikka, Tiramisu","Finger Food, Continental, North Indian, Italian, Japanese","1,650"
Jetlag,No,Yes,4.3,1058,080 49652532,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Vegetable Biryani, Nachos, Pizza, Chicken Achari Tikka, Tiramisu","Finger Food, Continental, North Indian, Italian, Japanese","1,650"
Cafe Mangii,Yes,Yes,4.3,1055,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1055,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1055,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1054,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1054,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1053,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1053,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1052,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1052,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600"
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600"
Jetlag,No,Yes,4.3,1042,080 49652532,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Vegetable Biryani, Nachos, Pizza, Chicken Achari Tikka, Tiramisu","Finger Food, Continental, North Indian, Italian, Japanese","1,650"
Chapter One Bar | Maiin,No,Yes,4.2,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Chapter One Bar | Maiin,No,Yes,4.2,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Chapter One Bar | Maiin,No,Yes,4.2,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Chapter One Bar | Maiin,No,Yes,4.2,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
San Churro Cafe,Yes,No,3.8,924,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pizza, Pink Sauce Pasta, Salsa","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
Zoey's,Yes,No,4.3,901,+91 9739646233,Sarjapur Road,Quick Bites,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Fast Food, Italian, Continental",600
Zoey's,Yes,No,4.3,901,+91 9739646233,Sarjapur Road,Quick Bites,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Fast Food, Italian, Continental",600
Zoey's,Yes,No,4.3,901,+91 9739646233,Sarjapur Road,Quick Bites,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Fast Food, Italian, Continental",600
Zoey's,Yes,No,4.3,895,+91 9739646233,Sarjapur Road,Cafe,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Cafe, Italian, Continental, Burger",600
Zoey's,Yes,No,4.3,894,+91 9739646233,Sarjapur Road,Cafe,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Cafe, Italian, Continental, Burger",600
Zoey's,Yes,No,4.3,894,+91 9739646233,Sarjapur Road,Cafe,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Cafe, Italian, Continental, Burger",600
Zoey's,Yes,No,4.3,894,+91 9739646233,Sarjapur Road,Cafe,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Cafe, Italian, Continental, Burger",600
Giselle Resto Cafe,Yes,Yes,4.2,884,080 49653161,Kammanahalli,Cafe,"Steak, Mocktails, Pancakes, Burgers, Wings, Paneer Pizza, Wood Fire Pizza","Cafe, Italian, Pizza, Beverages, Desserts",800
Cafe D'hide,Yes,Yes,4.2,877,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,876,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,876,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,876,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,875,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,875,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,874,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,874,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,874,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,872,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Tea Villa Cafe,Yes,Yes,4.2,872,080 33512986,HSR,"Cafe, Casual Dining","Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800
Cafe D'hide,Yes,Yes,4.2,872,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,872,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,869,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,869,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,869,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Cafe D'hide,Yes,Yes,4.2,869,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600
Beyond Elements,Yes,Yes,4.1,869,080 48500777,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",900
Beyond Elements,Yes,Yes,4.1,869,080 48500777,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",900
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Beyond Elements,Yes,Yes,4.1,868,080 48500777,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",900
Onesta,Yes,Yes,4.5,863,080 41177515,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600
Onesta,Yes,Yes,4.5,863,080 41177515,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600
Onesta,Yes,Yes,4.5,860,080 41177515,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600
Onesta,Yes,Yes,4.5,860,080 41177515,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600
Onesta,Yes,Yes,4.5,860,080 41177515,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600
Tea Villa Cafe,Yes,Yes,4.2,859,080 33512986,HSR,"Cafe, Casual Dining","Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800
